# 256-point radix-2 DIT FFT twiddle schedule
# Fields: stage, local_bfly, top_idx, bottom_idx, twiddle_idx

## Stage 0  (m=2, half=1, stride=128)
07, 081, 081, 209, 081
07, 082, 082, 210, 082
07, 083, 083, 211, 083
07, 084, 084, 212, 084
07, 085, 085, 213, 085
07, 086, 086, 214, 086
07, 087, 087, 215, 087
07, 088, 088, 216, 088
07, 089, 089, 217, 089
07, 090, 090, 218, 090
07, 091, 091, 219, 091
07, 092, 092, 220, 092
07, 093, 093, 221, 093
07, 094, 094, 222, 094
07, 095, 095, 223, 095
07, 096, 096, 224, 096
07, 097, 097, 225, 097
07, 098, 098, 226, 098
07, 099, 099, 227, 099
07, 100, 100, 228, 100
07, 101, 101, 229, 101
07, 102, 102, 230, 102
07, 103, 103, 231, 103
07, 104, 104, 232, 104
07, 105, 105, 233, 105
07, 106, 106, 234, 106
07, 107, 107, 235, 107
07, 108, 108, 236, 108
07, 109, 109, 237, 109
07, 110, 110, 238, 110
07, 111, 111, 239, 111
07, 112, 112, 240, 112
07, 113, 113, 241, 113
07, 114, 114, 242, 114
07, 115, 115, 243, 115
07, 116, 116, 244, 116
07, 117, 117, 245, 117
07, 118, 118, 246, 118
07, 119, 119, 247, 119
07, 120, 120, 248, 120
07, 121, 121, 249, 121
07, 122, 122, 250, 122
07, 123, 123, 251, 123
07, 124, 124, 252, 124
07, 125, 125, 253, 125
07, 126, 126, 254, 126
07, 127, 127, 255, 127

