# Radix-2 DIT FFT twiddle schedule
# Fields: stage, order_in_stage, top_idx, bot_idx, twiddle_idx

## Stage 0  (diff=128, group_size=256, num_groups=1)
07, 078, 156, 157, 057
07, 079, 158, 159, 121
07, 080, 160, 161, 005
07, 081, 162, 163, 069
07, 082, 164, 165, 037
07, 083, 166, 167, 101
07, 084, 168, 169, 021
07, 085, 170, 171, 085
07, 086, 172, 173, 053
07, 087, 174, 175, 117
07, 088, 176, 177, 013
07, 089, 178, 179, 077
07, 090, 180, 181, 045
07, 091, 182, 183, 109
07, 092, 184, 185, 029
07, 093, 186, 187, 093
07, 094, 188, 189, 061
07, 095, 190, 191, 125
07, 096, 192, 193, 003
07, 097, 194, 195, 067
07, 098, 196, 197, 035
07, 099, 198, 199, 099
07, 100, 200, 201, 019
07, 101, 202, 203, 083
07, 102, 204, 205, 051
07, 103, 206, 207, 115
07, 104, 208, 209, 011
07, 105, 210, 211, 075
07, 106, 212, 213, 043
07, 107, 214, 215, 107
07, 108, 216, 217, 027
07, 109, 218, 219, 091
07, 110, 220, 221, 059
07, 111, 222, 223, 123
07, 112, 224, 225, 007
07, 113, 226, 227, 071
07, 114, 228, 229, 039
07, 115, 230, 231, 103
07, 116, 232, 233, 023
07, 117, 234, 235, 087
07, 118, 236, 237, 055
07, 119, 238, 239, 119
07, 120, 240, 241, 015
07, 121, 242, 243, 079
07, 122, 244, 245, 047
07, 123, 246, 247, 111
07, 124, 248, 249, 031
07, 125, 250, 251, 095
07, 126, 252, 253, 063
07, 127, 254, 255, 127

